"userId","testItems"
"4","26718 5457 33538 10465 72"
"5","1269 2762 10 1060 32202"
"8","8134 14470 19014 30851 72"
"9","30287 18351 15994 5425 27629"
"13","29640 29875 36076 19462 11745"
"18","1448 18741 8877 24547 17207"
"19","33143 36535 4269 13651 33173"
"23","33562 30610 11592 36285 34027"
"26","13069 24256 28592 3783 10936"
"29","24217 31496 1041 19270 7716"
"31","17126 22010 35251 10963 12786"
"32","25987 15112 19578 2270 35515"
"33","1102 27082 4069 26844 11412"
"35","36350 457 22731 34685 12028"
"37","26550 27731 16016 28431 35480"
"51","20941 24547 23336 27352 28750"
"52","28294 21388 8376 31484 11557"
"53","17925 4708 23282 30053 26394"
"54","25952 37118 8840 23799 35622"
"61","36748 4037 2454 22265 320"
"64","15973 8216 33266 31107 32287"
"69","19977 12530 29408 2764 31311"
"76","36163 6942 8772 14115 26338"
"78","35300 35626 3694 385 5732"
"79","10734 2134 18984 7087 25799"
"85","21388 8376 31484 17645 876"
"89","21157 14029 30308 34829 32951"
"92","18351 15994 29866 31046 3755"
"93","14738 4554 33628 6450 37056"
"95","32692 11806 10123 7876 21899"
"100","20532 12535 4223 11133 11554"
"104","7371 672 10598 37027 37015"
"105","17782 32793 27233 30215 34011"
"109","16004 31484 21388 8376 5419"
"110","30539 30609 2192 10976 22787"
"111","12866 20955 28199 16451 22579"
"112","30053 35378 199 19072 14532"
"122","16451 2041 23949 10094 21604"
"126","1304 7168 24362 25967 16421"
"131","27152 19494 14648 28477 30603"
"132","14644 17555 34081 36904 20922"
"136","21412 12102 17648 20083 6151"
"140","22104 35378 199 25304 22970"
"144","20083 6322 27499 25988 21385"
"145","18439 31345 25777 13040 1656"
"146","21412 8394 35626 3694 385"
"151","36705 35775 16278 4357 7586"
"152","7971 22092 29355 26605 31556"
"155","25598 35218 26513 10727 26077"
"156","14738 33628 4554 4922 27761"
"160","12693 16278 4357 7586 36238"
"162","22888 17866 27719 7943 25831"
"164","16313 28246 4173 12456 25735"
"165","8173 31887 35218 1556 35132"
"166","1073 7019 21796 15747 25679"
"169","19523 19427 3272 22433 29623"
"173","3584 16659 23081 9576 10410"
"179","31341 37065 2623 2561 20959"
"184","15994 18351 16155 32463 17761"
"185","29885 473 15959 18301 12556"
"186","30265 23949 31601 8336 20955"
"187","17364 34706 6588 6521 2455"
"189","29673 22727 31992 16278 4357"
"190","4966 14063 30201 11131 12458"
"191","28516 13397 12478 711 11028"
"197","20920 14588 23005 9290 17000"
"205","12362 35738 2030 27726 33870"
"208","23453 20040 11097 2928 18407"
"209","8912 34975 27083 36193 12031"
"217","35218 1556 35132 20156 25598"
"218","13069 24256 28592 3783 10936"
"222","33215 14063 4966 16491 18170"
"223","13173 16766 17067 9997 10133"
"234","20941 8216 33266 6623 11752"
"240","17658 15263 33443 6707 36868"
"246","33693 34762 20867 9987 30157"
"247","34762 10334 15221 26283 3811"
"250","4140 33389 33473 22466 14814"
"257","7274 32674 35481 35809 29019"
"258","21725 16278 4357 7586 36238"
"268","6753 17859 12890 26247 30196"
"269","32802 10087 5591 31819 21649"
"270","25050 15625 20651 9307 28340"
"274","21884 34685 12028 3077 21505"
"278","36583 12635 35583 31428 15971"
"281","1076 15743 34595 24547 1873"
"288","15888 14013 16920 18176 36587"
"294","35473 11731 11927 30722 29584"
"296","18741 12594 17644 26744 33215"
"299","15 28204 85 2250 2243"
"301","11806 32692 10123 36354 31091"
"308","17383 18200 5732 1548 35626"
"310","17321 17794 10944 6741 4107"
"312","5054 22012 14550 20237 15829"
"314","19523 19427 32903 29623 19563"
"318","21403 27460 17862 11411 10700"
"321","29642 29650 27477 21245 11529"
"326","28347 10461 2193 404 22229"
"327","17301 6641 37066 30008 30261"
"333","16825 5039 1534 20634 35688"
"336","23341 14807 538 13763 1402"
"337","10196 34698 598 11107 14111"
"339","29046 31341 21495 2623 11042"
"344","16001 10460 11487 17570 10903"
"350","14063 4966 29521 36718 30616"
"353","18351 15994 31046 3755 2563"
"355","18755 23843 13963 18437 618"
"359","33757 31129 5253 1294 5839"
"361","7274 32674 35481 35809 29019"
"364","35046 17778 25134 2406 7624"
"365","19322 16107 22579 14227 33961"
"374","20941 33266 15973 2049 9233"
"375","2911 35300 8233 2464 29019"
"376","33215 33048 30830 17641 34358"
"378","17011 18063 17756 27753 10278"
"379","6842 21947 8506 25317 15798"
"380","8476 34685 12028 21884 7704"
"383","35626 3694 385 5732 1548"
"385","16314 22007 34421 10480 30370"
"388","31484 21388 8376 5419 3494"
"390","21725 16278 4357 7586 36238"
"393","33215 17936 2442 5644 366"
"399","15973 8216 5494 21818 33266"
"401","26147 28761 15108 11868 23788"
